ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsivity,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1087,18-24,F,Masters degree,UK,White,33,43,52,42,53,5,7,CL6,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1088,35-44,M,Professional certificate/ diploma,Canada,White,34,39,48,46,46,2,7,CL6,CL2,CL0,CL2,CL6,CL3,CL5,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL0,CL2,CL1,CL0,CL0
1089,18-24,F,Masters degree,Other,White,35,46,58,41,44,1,4,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1090,18-24,F,Masters degree,UK,White,41,43,44,41,44,4,4,CL6,CL0,CL2,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1091,25-34,F,Masters degree,USA,White,31,39,46,47,48,4,3,CL6,CL6,CL0,CL3,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL0
1092,25-34,F,University degree,UK,White,26,49,45,50,40,1,8,CL6,CL2,CL5,CL0,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL1
1093,18-24,F,Masters degree,UK,White,42,49,43,57,38,7,7,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1094,45-54,F,Left school at 16 years,UK,White,31,44,36,50,43,4,4,CL4,CL3,CL0,CL5,CL6,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL3,CL3,CL0,CL0
1095,18-24,M,University degree,Australia,White,21,34,40,35,31,4,8,CL3,CL4,CL6,CL0,CL6,CL3,CL4,CL4,CL0,CL4,CL0,CL0,CL4,CL4,CL0,CL3,CL0,CL0,CL4
1096,25-34,F,University degree,Australia,White,23,51,38,39,46,6,7,CL6,CL2,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
1097,35-44,M,Masters degree,UK,Asian,31,46,45,43,48,6,5,CL5,CL0,CL0,CL2,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1098,25-34,M,Masters degree,UK,White,47,31,38,43,43,3,0,CL5,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1099,18-24,M,Left school at 18 years,UK,White,30,35,56,54,32,3,4,CL5,CL2,CL3,CL3,CL5,CL5,CL4,CL0,CL0,CL3,CL0,CL4,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1100,25-34,M,"Some college or university, no certificate or degree",USA,White,27,40,50,44,37,6,6,CL3,CL2,CL0,CL4,CL6,CL6,CL6,CL2,CL2,CL3,CL2,CL2,CL3,CL2,CL6,CL3,CL6,CL0,CL5
1101,18-24,F,"Some college or university, no certificate or degree",USA,White,36,37,44,37,37,1,5,CL4,CL0,CL0,CL0,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL0
1102,18-24,F,Masters degree,UK,White,24,48,46,46,46,3,7,CL5,CL2,CL2,CL0,CL5,CL5,CL6,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL5,CL0,CL0
1103,18-24,M,"Some college or university, no certificate or degree",Other,White,30,43,43,45,27,4,8,CL6,CL4,CL0,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1104,18-24,F,University degree,USA,White,39,39,40,41,50,2,4,CL5,CL0,CL0,CL2,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL2,CL2,CL4,CL0,CL2,CL3,CL0,CL0
1105,18-24,F,Masters degree,Other,White,28,39,43,40,39,3,9,CL6,CL0,CL3,CL0,CL5,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0
1106,18-24,F,Left school at 18 years,USA,White,26,42,57,37,27,4,8,CL5,CL0,CL0,CL0,CL5,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1107,25-34,M,"Some college or university, no certificate or degree",Other,White,25,31,50,35,25,1,6,CL6,CL3,CL2,CL3,CL6,CL5,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL4,CL0,CL4,CL6,CL0,CL0
1108,25-34,F,Doctorate degree,UK,White,34,38,41,56,52,1,6,CL4,CL0,CL0,CL0,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1109,25-34,F,"Some college or university, no certificate or degree",Other,White,54,38,47,35,33,4,8,CL5,CL3,CL2,CL2,CL3,CL6,CL5,CL3,CL0,CL4,CL2,CL2,CL0,CL3,CL3,CL2,CL6,CL0,CL1
1110,18-24,M,University degree,UK,White,47,47,53,42,38,8,10,CL5,CL4,CL2,CL3,CL5,CL4,CL6,CL2,CL0,CL4,CL0,CL4,CL3,CL2,CL0,CL2,CL4,CL0,CL0
1111,18-24,M,"Some college or university, no certificate or degree",UK,White,27,51,55,51,40,4,7,CL6,CL5,CL3,CL5,CL6,CL5,CL5,CL5,CL0,CL5,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1112,45-54,M,"Some college or university, no certificate or degree",USA,White,57,28,31,44,28,6,4,CL5,CL3,CL1,CL6,CL6,CL1,CL5,CL3,CL0,CL1,CL1,CL2,CL0,CL1,CL3,CL2,CL1,CL0,CL1
1113,18-24,F,"Some college or university, no certificate or degree",USA,White,38,39,42,56,51,1,2,CL5,CL0,CL0,CL6,CL6,CL3,CL4,CL0,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL5,CL0,CL0,CL0
1114,45-54,M,Doctorate degree,USA,White,40,37,48,45,31,7,6,CL6,CL6,CL0,CL2,CL6,CL3,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL3,CL3,CL2,CL2,CL0,CL0
1115,18-24,M,Left school at 18 years,USA,White,27,30,39,36,46,2,4,CL5,CL0,CL4,CL3,CL6,CL6,CL6,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL3,CL4,CL6,CL0,CL2
1116,18-24,M,"Some college or university, no certificate or degree",USA,White,12,43,44,51,54,3,8,CL5,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL3,CL3,CL3,CL5,CL0,CL0
1117,45-54,M,Left school at 16 years,UK,White,41,36,47,18,40,6,5,CL3,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL0,CL3,CL0,CL0,CL1,CL0,CL3,CL1,CL0,CL0
1118,18-24,M,"Some college or university, no certificate or degree",USA,Other,45,40,54,42,30,7,7,CL5,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL4,CL0,CL4,CL6,CL0,CL0
1119,18-24,M,"Some college or university, no certificate or degree",USA,White,51,30,43,37,37,2,5,CL6,CL4,CL0,CL6,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL4,CL3,CL3,CL3,CL6,CL0,CL0
1120,25-34,F,University degree,USA,White,21,55,60,50,40,5,10,CL6,CL6,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL0,CL0,CL4,CL5,CL5,CL6,CL0,CL4
1121,18-24,M,"Some college or university, no certificate or degree",USA,White,46,37,44,23,33,6,8,CL4,CL5,CL0,CL3,CL4,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL0,CL0
1122,25-34,M,University degree,UK,White,26,48,47,46,47,4,5,CL5,CL2,CL2,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL2,CL2,CL0,CL0,CL0,CL2,CL0,CL0
1123,25-34,M,"Some college or university, no certificate or degree",USA,White,32,20,35,38,40,4,8,CL2,CL5,CL0,CL3,CL6,CL2,CL4,CL2,CL0,CL0,CL3,CL2,CL2,CL2,CL6,CL2,CL1,CL0,CL0
1124,18-24,M,Left school at 16 years,Canada,White,35,25,56,43,39,2,4,CL3,CL2,CL0,CL2,CL6,CL3,CL4,CL3,CL2,CL2,CL0,CL2,CL2,CL2,CL4,CL2,CL6,CL0,CL0
1125,25-34,M,Professional certificate/ diploma,UK,White,43,32,36,43,31,5,4,CL6,CL6,CL2,CL3,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL4,CL6,CL0,CL0,CL2,CL6,CL0,CL0
1126,25-34,M,Left school at 18 years,UK,White,26,40,27,46,42,7,6,CL6,CL2,CL2,CL5,CL4,CL6,CL6,CL3,CL3,CL3,CL0,CL4,CL6,CL2,CL0,CL2,CL6,CL0,CL3
1127,25-34,M,Professional certificate/ diploma,USA,White,49,29,41,42,23,3,5,CL4,CL4,CL2,CL5,CL6,CL5,CL5,CL3,CL0,CL4,CL3,CL0,CL4,CL0,CL2,CL3,CL6,CL0,CL3
1128,55-64,M,Left school at 17 years,USA,White,41,37,40,24,46,3,6,CL3,CL1,CL0,CL4,CL6,CL3,CL3,CL2,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1129,18-24,M,"Some college or university, no certificate or degree",USA,White,49,32,50,45,36,5,9,CL4,CL3,CL0,CL5,CL6,CL6,CL5,CL2,CL2,CL3,CL2,CL0,CL6,CL5,CL3,CL3,CL5,CL0,CL0
1130,18-24,M,"Some college or university, no certificate or degree",USA,White,46,24,39,50,31,6,7,CL5,CL5,CL0,CL3,CL6,CL6,CL5,CL3,CL2,CL3,CL0,CL0,CL2,CL3,CL6,CL2,CL6,CL0,CL2
1131,18-24,M,"Some college or university, no certificate or degree",Other,White,22,30,52,53,27,3,7,CL5,CL0,CL0,CL0,CL3,CL5,CL6,CL0,CL0,CL0,CL0,CL3,CL3,CL3,CL3,CL4,CL5,CL0,CL0
1132,18-24,M,"Some college or university, no certificate or degree",Other,White,40,41,43,43,26,7,8,CL6,CL3,CL3,CL6,CL4,CL5,CL5,CL2,CL2,CL3,CL5,CL5,CL6,CL2,CL0,CL2,CL6,CL0,CL2
1133,25-34,F,Professional certificate/ diploma,USA,White,56,45,50,21,27,8,10,CL4,CL0,CL0,CL6,CL6,CL3,CL0,CL4,CL0,CL2,CL5,CL0,CL0,CL2,CL4,CL2,CL6,CL0,CL0
1134,25-34,M,Masters degree,New Zealand,White,42,35,45,35,40,3,5,CL6,CL2,CL3,CL6,CL6,CL6,CL6,CL3,CL0,CL2,CL2,CL2,CL6,CL2,CL3,CL3,CL3,CL0,CL6
1135,35-44,M,Professional certificate/ diploma,Australia,White,24,41,56,50,44,7,8,CL3,CL3,CL0,CL2,CL3,CL5,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1136,18-24,M,Masters degree,USA,White,40,48,36,37,38,8,7,CL5,CL5,CL0,CL4,CL6,CL3,CL6,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL6,CL0,CL6,CL0,CL2
1137,18-24,M,Left school at 18 years,USA,White,49,44,42,30,28,7,9,CL3,CL3,CL0,CL4,CL6,CL6,CL5,CL3,CL3,CL3,CL3,CL3,CL3,CL3,CL4,CL3,CL6,CL0,CL4
1138,25-34,F,Doctorate degree,UK,White,35,42,38,43,45,1,3,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1139,25-34,F,University degree,Other,White,39,25,44,47,31,3,3,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1140,25-34,M,"Some college or university, no certificate or degree",USA,White,41,30,47,13,38,8,9,CL6,CL3,CL0,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL2,CL2,CL3,CL2,CL2,CL3,CL6,CL0,CL0
1141,18-24,F,"Some college or university, no certificate or degree",USA,White,27,43,45,52,40,3,9,CL6,CL2,CL0,CL5,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL0,CL3,CL0,CL5,CL3,CL5,CL0,CL3
1142,25-34,F,University degree,Australia,White,51,27,50,36,29,5,9,CL4,CL2,CL0,CL3,CL6,CL6,CL4,CL0,CL0,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL2
1143,35-44,M,Professional certificate/ diploma,USA,White,40,30,45,42,46,5,6,CL4,CL1,CL0,CL6,CL6,CL4,CL0,CL3,CL3,CL0,CL2,CL1,CL3,CL1,CL6,CL4,CL6,CL0,CL1
1144,18-24,F,"Some college or university, no certificate or degree",USA,White,54,25,54,52,32,3,9,CL6,CL3,CL0,CL4,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0,CL0,CL6,CL0,CL0
1145,45-54,M,University degree,UK,White,38,31,39,41,37,4,3,CL1,CL1,CL1,CL3,CL6,CL1,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
1146,18-24,M,"Some college or university, no certificate or degree",Republic of Ireland,White,51,34,39,35,24,3,6,CL5,CL4,CL2,CL0,CL6,CL4,CL3,CL3,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
1147,25-34,M,Masters degree,USA,White,38,35,46,43,33,2,2,CL5,CL6,CL0,CL4,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL4,CL5,CL4,CL4,CL4,CL3,CL0,CL2
1148,25-34,M,University degree,USA,White,14,37,36,28,48,3,6,CL5,CL6,CL5,CL3,CL6,CL2,CL4,CL2,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL2,CL0,CL0,CL0
1149,35-44,M,Professional certificate/ diploma,USA,White,53,32,45,28,31,6,4,CL3,CL3,CL1,CL4,CL6,CL3,CL3,CL1,CL1,CL2,CL0,CL2,CL5,CL3,CL3,CL2,CL6,CL0,CL1
1150,18-24,M,"Some college or university, no certificate or degree",USA,White,37,41,45,39,37,5,10,CL5,CL4,CL2,CL4,CL6,CL6,CL5,CL6,CL3,CL5,CL2,CL3,CL2,CL3,CL3,CL3,CL5,CL0,CL2
1151,45-54,F,Left school at 18 years,Australia,White,30,44,42,46,48,2,4,CL1,CL6,CL2,CL6,CL5,CL6,CL5,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL2,CL6,CL0,CL0
1152,25-34,M,"Some college or university, no certificate or degree",USA,White,48,37,48,50,45,4,7,CL4,CL6,CL3,CL6,CL6,CL4,CL4,CL2,CL2,CL2,CL2,CL2,CL4,CL2,CL0,CL2,CL5,CL0,CL2
1153,35-44,F,University degree,USA,White,52,26,40,41,31,6,3,CL1,CL3,CL0,CL2,CL6,CL6,CL6,CL1,CL2,CL0,CL1,CL0,CL1,CL0,CL0,CL0,CL6,CL0,CL1
1154,55-64,F,Masters degree,USA,Other,39,35,39,35,40,5,10,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1155,18-24,M,Left school at 18 years,Other,White,41,34,43,42,26,5,9,CL4,CL3,CL0,CL3,CL4,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL3,CL0,CL4,CL0,CL0
1156,18-24,F,Masters degree,UK,White,40,41,46,48,38,4,8,CL6,CL2,CL2,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL5,CL3,CL3,CL0,CL0,CL6,CL0,CL0
1157,18-24,M,Doctorate degree,UK,White,27,51,56,53,38,3,9,CL6,CL2,CL2,CL4,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL3,CL3,CL0,CL0,CL5,CL4,CL0,CL0
1158,18-24,F,"Some college or university, no certificate or degree",UK,White,38,39,42,39,45,3,4,CL3,CL2,CL0,CL4,CL3,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL0
1159,18-24,M,"Some college or university, no certificate or degree",UK,White,42,52,57,46,39,7,8,CL4,CL5,CL0,CL0,CL5,CL6,CL5,CL3,CL0,CL6,CL0,CL3,CL6,CL0,CL0,CL0,CL6,CL0,CL0
1160,45-54,M,Professional certificate/ diploma,Republic of Ireland,White,31,40,42,35,48,2,7,CL3,CL2,CL2,CL3,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL3,CL1,CL0,CL1,CL6,CL0,CL1
1161,25-34,F,University degree,Canada,White,42,39,45,43,32,4,9,CL6,CL2,CL2,CL3,CL4,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL2,CL2,CL0,CL3,CL1,CL0,CL0
1162,18-24,M,Left school at 17 years,USA,Other,44,31,34,37,43,5,8,CL5,CL6,CL0,CL0,CL6,CL5,CL4,CL5,CL0,CL4,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
1163,18-24,M,"Some college or university, no certificate or degree",USA,White,36,39,56,44,44,5,10,CL5,CL3,CL0,CL3,CL4,CL5,CL4,CL4,CL0,CL2,CL3,CL0,CL3,CL2,CL3,CL2,CL3,CL0,CL0
1164,25-34,F,Doctorate degree,UK,White,34,32,46,49,54,2,4,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1165,25-34,M,Left school at 17 years,Australia,White,32,42,44,44,45,4,6,CL4,CL5,CL4,CL5,CL6,CL2,CL4,CL4,CL0,CL3,CL0,CL0,CL3,CL2,CL0,CL3,CL6,CL0,CL0
1166,25-34,M,"Some college or university, no certificate or degree",USA,White,44,31,47,39,49,6,5,CL5,CL0,CL0,CL5,CL4,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL3,CL1,CL0,CL0
1167,35-44,M,University degree,USA,White,32,36,52,48,27,8,10,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL3,CL0,CL2,CL0,CL2,CL3,CL0,CL0,CL4,CL3,CL0,CL1
1168,25-34,M,University degree,USA,White,41,32,53,41,46,3,6,CL5,CL1,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL2,CL4,CL0,CL4,CL1,CL0,CL0
1169,18-24,M,Left school at 18 years,USA,White,44,38,55,38,33,6,8,CL6,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3,CL3,CL2,CL0,CL0
1170,45-54,M,Professional certificate/ diploma,USA,White,40,39,43,22,33,5,7,CL5,CL6,CL2,CL3,CL6,CL2,CL6,CL1,CL0,CL0,CL0,CL2,CL0,CL2,CL3,CL2,CL1,CL0,CL0
1171,35-44,F,University degree,USA,White,25,48,55,51,44,2,5,CL6,CL0,CL0,CL0,CL6,CL3,CL6,CL2,CL0,CL2,CL1,CL2,CL0,CL1,CL0,CL2,CL5,CL0,CL0
1172,35-44,M,"Some college or university, no certificate or degree",USA,White,37,36,44,38,43,2,7,CL3,CL0,CL0,CL5,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL2,CL6,CL0,CL1
1173,18-24,M,"Some college or university, no certificate or degree",USA,White,33,41,37,47,48,6,7,CL5,CL3,CL0,CL3,CL6,CL6,CL5,CL3,CL0,CL3,CL4,CL3,CL2,CL0,CL3,CL2,CL3,CL0,CL3
1174,18-24,F,"Some college or university, no certificate or degree",USA,White,40,41,55,47,46,1,6,CL4,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL2,CL0,CL0,CL3,CL0,CL2
1175,18-24,M,"Some college or university, no certificate or degree",USA,Other,36,34,52,41,49,3,8,CL4,CL5,CL0,CL6,CL6,CL6,CL6,CL6,CL1,CL3,CL3,CL3,CL2,CL3,CL3,CL3,CL6,CL0,CL0
1176,25-34,M,Masters degree,USA,White,39,34,44,37,49,8,10,CL6,CL6,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0,CL5,CL0,CL0
1177,18-24,M,"Some college or university, no certificate or degree",USA,Other,23,40,38,48,40,3,8,CL3,CL3,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL4,CL0,CL0,CL4,CL4,CL2,CL3,CL0,CL0,CL0
1178,18-24,M,"Some college or university, no certificate or degree",Other,White,44,39,44,30,34,1,6,CL5,CL2,CL0,CL6,CL2,CL3,CL5,CL3,CL0,CL3,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0
1179,25-34,F,"Some college or university, no certificate or degree",USA,White,31,42,45,53,43,7,7,CL5,CL0,CL0,CL3,CL6,CL2,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL0,CL0,CL0
1180,25-34,F,Masters degree,USA,White,55,43,57,16,31,8,10,CL4,CL6,CL0,CL4,CL6,CL4,CL6,CL4,CL0,CL1,CL3,CL1,CL4,CL1,CL4,CL0,CL3,CL0,CL2
1181,18-24,M,"Some college or university, no certificate or degree",USA,White,28,38,40,48,40,3,2,CL0,CL3,CL0,CL4,CL6,CL6,CL3,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL6,CL3,CL0,CL0,CL0
1182,18-24,M,"Some college or university, no certificate or degree",USA,White,34,27,46,39,40,2,7,CL2,CL0,CL0,CL0,CL3,CL6,CL6,CL0,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL0,CL0,CL0
1183,25-34,M,"Some college or university, no certificate or degree",Other,White,52,37,40,40,33,4,7,CL5,CL3,CL2,CL3,CL6,CL4,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL2,CL3,CL3,CL0,CL0
1184,25-34,F,Professional certificate/ diploma,Australia,White,40,37,40,56,36,5,6,CL6,CL3,CL2,CL3,CL6,CL4,CL6,CL3,CL0,CL3,CL0,CL4,CL4,CL4,CL3,CL4,CL5,CL0,CL0
1185,18-24,M,University degree,USA,White,31,47,52,41,53,2,5,CL5,CL3,CL0,CL3,CL6,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL3,CL3,CL0,CL3,CL0,CL0,CL0
1186,45-54,M,Left school at 16 years,USA,White,34,30,43,49,44,3,8,CL4,CL1,CL0,CL5,CL6,CL5,CL4,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL1,CL0,CL1
1187,18-24,M,"Some college or university, no certificate or degree",USA,White,44,38,48,37,34,6,8,CL5,CL5,CL0,CL3,CL6,CL5,CL5,CL0,CL0,CL3,CL3,CL0,CL4,CL0,CL4,CL0,CL6,CL0,CL3
1188,18-24,M,"Some college or university, no certificate or degree",Other,White,26,44,46,47,36,8,7,CL6,CL0,CL0,CL2,CL5,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL5,CL0,CL0,CL3,CL4,CL0,CL0
1189,25-34,F,University degree,UK,White,48,38,52,46,42,4,6,CL5,CL0,CL2,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL1
1190,55-64,F,Doctorate degree,USA,White,32,43,47,40,42,3,6,CL6,CL1,CL2,CL2,CL6,CL6,CL6,CL2,CL1,CL2,CL1,CL1,CL5,CL2,CL0,CL3,CL6,CL0,CL0
1191,18-24,M,"Some college or university, no certificate or degree",Canada,White,25,49,47,39,42,7,7,CL4,CL4,CL0,CL0,CL6,CL6,CL5,CL6,CL0,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
1192,18-24,M,Masters degree,USA,White,18,42,50,54,48,2,4,CL5,CL0,CL0,CL0,CL6,CL5,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL0,CL2,CL0,CL0
1193,18-24,F,"Some college or university, no certificate or degree",USA,White,42,44,47,44,21,8,9,CL3,CL6,CL2,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL4,CL4,CL0,CL2,CL0,CL4,CL0,CL0
1194,18-24,M,Left school at 18 years,Canada,White,51,28,47,46,32,8,9,CL6,CL6,CL2,CL5,CL4,CL6,CL4,CL3,CL2,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL6,CL0,CL0
1195,18-24,M,"Some college or university, no certificate or degree",USA,White,14,47,53,53,38,4,7,CL5,CL3,CL0,CL0,CL4,CL5,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0,CL5,CL0,CL0
1196,35-44,M,University degree,USA,White,39,41,50,36,45,5,9,CL5,CL2,CL0,CL5,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1197,18-24,M,"Some college or university, no certificate or degree",USA,White,45,37,44,40,28,6,7,CL5,CL3,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL5,CL0,CL0,CL5,CL2,CL0,CL5,CL5,CL0,CL0
1198,18-24,M,"Some college or university, no certificate or degree",USA,White,41,38,40,38,38,3,8,CL4,CL3,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL5,CL0,CL0
1199,25-34,M,University degree,Canada,White,27,38,43,22,40,5,1,CL0,CL6,CL0,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0
1200,25-34,M,Left school at 16 years,USA,White,32,20,39,43,44,1,3,CL5,CL0,CL0,CL3,CL6,CL6,CL3,CL2,CL0,CL2,CL0,CL0,CL0,CL0,CL5,CL3,CL6,CL0,CL0
1201,18-24,M,"Some college or university, no certificate or degree",USA,White,55,18,35,45,26,5,9,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL3,CL6,CL0,CL0
1202,25-34,F,University degree,Other,White,37,27,47,49,28,3,3,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1203,18-24,M,"Some college or university, no certificate or degree",USA,White,39,46,57,38,37,7,10,CL5,CL4,CL4,CL4,CL5,CL6,CL4,CL5,CL0,CL4,CL6,CL0,CL4,CL3,CL4,CL4,CL5,CL0,CL0
1204,18-24,M,"Some college or university, no certificate or degree",USA,White,29,45,46,36,36,3,8,CL6,CL0,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL4,CL2,CL4,CL2,CL3,CL2,CL0,CL0
1205,18-24,M,Left school at 18 years,USA,Mixed-White/Asian,40,43,42,30,40,5,9,CL5,CL3,CL0,CL4,CL6,CL6,CL0,CL3,CL3,CL3,CL5,CL3,CL3,CL3,CL5,CL3,CL6,CL0,CL3
1206,25-34,M,"Some college or university, no certificate or degree",USA,White,44,29,47,36,32,4,8,CL3,CL2,CL0,CL5,CL6,CL6,CL4,CL3,CL0,CL2,CL0,CL0,CL2,CL2,CL5,CL2,CL6,CL0,CL2
